year,month,tmax(degC),tmin(degC),af(days),rain(mm),sun(hours),station,latitude,longitude
2019,6,20.0,12.3,0.0,87.7,210.7,lowestoft,52.483,1.727
2019,7,22.9,14.5,0.0,42.4,232.7,lowestoft,52.483,1.727
2019,8,23.9,13.7,0.0,20.7,281.7,lowestoft,52.483,1.727
2019,9,20.0,11.1,0.0,49.0,190.4,lowestoft,52.483,1.727
2019,10,14.7,8.5,0.0,119.3,84.2,lowestoft,52.483,1.727
2019,11,10.1,4.5,0.0,60.2,55.1,lowestoft,52.483,1.727
2019,12,8.8,3.3,3.0,81.5,65.2,lowestoft,52.483,1.727
2020,1,9.2,3.9,2.0,43.6,56.1,lowestoft,52.483,1.727
2020,2,10.1,3.8,1.0,87.7,96.9,lowestoft,52.483,1.727
2020,3,10.1,3.6,1.0,21.7,182.0,lowestoft,52.483,1.727
2020,4,14.0,5.6,1.0,25.1,255.9,lowestoft,52.483,1.727
2020,5,17.2,7.8,0.0,1.6,300.3,lowestoft,52.483,1.727
2020,6,19.8,11.2,0.0,52.2,231.7,lowestoft,52.483,1.727
2020,7,21.3,13.0,0.0,42.5,190.6,lowestoft,52.483,1.727
2020,8,23.4,15.6,0.0,49.1,197.1,lowestoft,52.483,1.727
2020,9,19.5,11.2,0.0,122.9,177.9,lowestoft,52.483,1.727
2020,10,14.1,9.0,0.0,89.1,60.5,lowestoft,52.483,1.727
2020,11,12.5,6.0,1.0,31.6,73.5,lowestoft,52.483,1.727
2020,12,7.7,2.9,7.0,112.2,49.4,lowestoft,52.483,1.727
2021,1,5.8,1.1,10.0,89.9,50.3,lowestoft,52.483,1.727
2021,2,7.9,2.3,10.0,39.4,80.7,lowestoft,52.483,1.727
2021,3,10.1,3.7,0.0,30.8,121.0,lowestoft,52.483,1.727
2021,4,9.6,2.5,1.0,6.5,221.2,lowestoft,52.483,1.727
2021,5,13.7,6.7,0.0,57.8,196.6,lowestoft,52.483,1.727
2021,6,19.4,12.4,0.0,88.5,215.2,lowestoft,52.483,1.727
2021,7,21.4,13.5,0.0,33.9,159.8,lowestoft,52.483,1.727
2021,8,20.4,13.2,0.0,24.6,137.2,lowestoft,52.483,1.727
2021,9,21.2,12.9,0.0,22.6,160.1,lowestoft,52.483,1.727
2021,10,15.6,8.9,0.0,74.1,100.5,lowestoft,52.483,1.727
2021,11,10.9,5.7,1.0,40.8,93.7,lowestoft,52.483,1.727
2021,12,8.8,3.5,3.0,77.1,29.2,lowestoft,52.483,1.727
2022,1,8.0,2.1,3.0,23.1,102.4,lowestoft,52.483,1.727
2022,2,10.3,3.5,0.0,57.9,103.8,lowestoft,52.483,1.727
2022,3,11.1,4.5,0.0,19.9,216.1,lowestoft,52.483,1.727
2022,4,12.7,5.3,2.0,5.0,241.2,lowestoft,52.483,1.727
2022,5,17.4,9.1,0.0,25.1,200.6,lowestoft,52.483,1.727
2022,6,20.3,10.9,0.0,39.3,269.7,lowestoft,52.483,1.727
2022,7,24.5,13.6,0.0,7.5,265.3,lowestoft,52.483,1.727
2022,8,24.6,15.1,0.0,1.2,268.5,lowestoft,52.483,1.727
2022,9,19.7,11.5,0.0,52.0,149.8,lowestoft,52.483,1.727
2022,10,17.5,10.2,0.0,43.2,163.5,lowestoft,52.483,1.727
2022,11,12.2,6.6,0.0,116.7,53.4,lowestoft,52.483,1.727
2022,12,7.3,1.6,10.0,54.2,63.5,lowestoft,52.483,1.727
2023,1,8.2,2.2,9.0,45.4,78.9,lowestoft,52.483,1.727
2023,2,10.0,3.4,5.0,4.4,122.4,lowestoft,52.483,1.727
2023,3,10.3,4.0,3.0,56.3,95.0,lowestoft,52.483,1.727
1980,1,5.4,0.4,12.0,44.1,72.1,manston,51.346,1.337
1980,2,9.1,2.9,3.0,29.2,66.7,manston,51.346,1.337
1980,3,8.2,2.8,3.0,43.9,83.6,manston,51.346,1.337
1980,4,12.0,5.1,0.0,18.6,193.9,manston,51.346,1.337
1980,5,14.2,7.8,0.0,13.7,252.0,manston,51.346,1.337
1980,6,18.7,10.4,0.0,60.0,199.4,manston,51.346,1.337
1980,7,18.8,12.0,0.0,92.7,183.7,manston,51.346,1.337
1980,8,20.9,13.3,0.0,25.8,187.6,manston,51.346,1.337
1980,9,19.7,11.6,0.0,55.7,167.1,manston,51.346,1.337
1980,10,13.6,6.6,0.0,73.4,136.9,manston,51.346,1.337
1980,11,8.9,4.5,2.0,35.4,59.2,manston,51.346,1.337
1980,12,7.9,2.6,7.0,23.9,56.8,manston,51.346,1.337
1981,1,7.4,1.9,9.0,32.7,68.6,manston,51.346,1.337
1981,2,6.1,0.2,13.0,18.7,76.9,manston,51.346,1.337
1981,3,11.0,5.8,1.0,72.8,52.4,manston,51.346,1.337
1981,4,10.6,5.1,1.0,35.5,140.5,manston,51.346,1.337
1981,5,15.5,7.9,0.0,52.8,174.4,manston,51.346,1.337
1981,6,17.1,10.4,0.0,87.5,166.4,manston,51.346,1.337
1981,7,19.8,12.7,0.0,22.3,173.4,manston,51.346,1.337
1981,8,21.1,13.1,0.0,17.0,227.9,manston,51.346,1.337
1981,9,19.3,11.6,0.0,63.7,182.0,manston,51.346,1.337
1981,10,12.6,6.5,0.0,81.0,116.1,manston,51.346,1.337
1981,11,10.9,5.2,0.0,38.6,61.7,manston,51.346,1.337
1981,12,4.4,0.1,16.0,75.0,42.3,manston,51.346,1.337
1982,1,6.7,1.4,11.0,33.0,71.9,manston,51.346,1.337
1982,2,7.0,2.1,7.0,18.7,77.3,manston,51.346,1.337
1982,3,9.6,2.5,4.0,28.1,158.5,manston,51.346,1.337
1982,4,11.7,4.9,2.0,4.6,196.0,manston,51.346,1.337
1982,5,16.8,8.1,0.0,38.1,267.2,manston,51.346,1.337
1982,6,19.9,12.5,0.0,47.9,202.5,manston,51.346,1.337
1982,7,20.9,13.9,0.0,29.0,197.4,manston,51.346,1.337
1982,8,21.6,13.4,0.0,32.6,214.7,manston,51.346,1.337
1982,9,20.2,12.1,0.0,29.2,174.0,manston,51.346,1.337
1982,10,13.8,8.3,0.0,158.9,74.2,manston,51.346,1.337
1982,11,11.4,6.1,1.0,71.4,64.7,manston,51.346,1.337
1982,12,7.7,2.2,5.0,47.7,60.5,manston,51.346,1.337
1983,1,9.2,3.9,2.0,31.2,59.1,manston,51.346,1.337
1983,2,4.4,0.1,16.0,78.2,86.9,manston,51.346,1.337
1983,3,9.8,3.1,0.0,28.4,108.2,manston,51.346,1.337
1983,4,11.6,4.0,2.0,92.6,163.9,manston,51.346,1.337
1983,5,14.2,7.0,0.0,63.7,177.0,manston,51.346,1.337
1983,6,18.1,11.5,0.0,44.8,204.3,manston,51.346,1.337
1983,7,23.2,14.8,0.0,21.4,268.9,manston,51.346,1.337
1983,8,21.6,14.8,0.0,14.7,214.3,manston,51.346,1.337
1983,9,18.4,11.2,0.0,25.4,120.8,manston,51.346,1.337
1983,10,15.1,8.0,0.0,33.0,134.6,manston,51.346,1.337
1983,11,11.0,5.7,3.0,19.8,57.0,manston,51.346,1.337
1983,12,8.4,3.1,7.0,51.9,71.1,manston,51.346,1.337
1984,1,7.4,1.3,6.0,76.4,89.1,manston,51.346,1.337
1984,2,6.4,1.7,7.0,24.8,84.9,manston,51.346,1.337
1984,3,7.6,2.4,3.0,53.4,77.0,manston,51.346,1.337
1984,4,11.6,4.0,2.0,26.5,235.5,manston,51.346,1.337
1984,5,12.2,7.1,0.0,61.6,125.0,manston,51.346,1.337
1984,6,18.7,10.2,0.0,34.8,236.9,manston,51.346,1.337
1984,7,21.5,12.9,0.0,10.6,201.5,manston,51.346,1.337
1984,8,22.3,13.8,0.0,31.7,218.6,manston,51.346,1.337
1984,9,17.7,11.0,0.0,61.8,106.9,manston,51.346,1.337
1984,10,15.2,8.3,0.0,65.1,117.4,manston,51.346,1.337
1984,11,12.4,6.9,0.0,64.6,77.0,manston,51.346,1.337
1984,12,8.7,2.9,7.0,52.8,64.4,manston,51.346,1.337
1985,1,3.5,2.4,21.0,58.3,50.7,manston,51.346,1.337
1985,2,4.8,0.5,12.0,12.8,98.1,manston,51.346,1.337
1985,3,8.1,1.3,8.0,56.2,111.1,manston,51.346,1.337
1985,4,12.5,5.2,0.0,25.3,138.8,manston,51.346,1.337
1985,5,14.4,7.7,0.0,53.2,167.0,manston,51.346,1.337
1985,6,17.0,9.9,0.0,72.2,171.8,manston,51.346,1.337
1985,7,21.3,13.2,0.0,40.6,259.6,manston,51.346,1.337
1985,8,19.6,11.5,0.0,45.5,208.3,manston,51.346,1.337
1985,9,20.1,11.2,0.0,6.6,174.0,manston,51.346,1.337
1985,10,15.3,9.4,0.0,15.8,131.5,manston,51.346,1.337
1985,11,7.6,1.8,8.0,56.1,89.9,manston,51.346,1.337
1985,12,9.4,4.9,4.0,85.6,39.0,manston,51.346,1.337
1986,1,6.7,1.0,11.0,70.6,75.9,manston,51.346,1.337
1986,2,1.1,2.8,23.0,25.1,46.7,manston,51.346,1.337
1986,3,8.6,1.3,9.0,39.4,137.0,manston,51.346,1.337
1986,4,9.7,2.9,4.0,52.8,156.3,manston,51.346,1.337
1986,5,16.0,7.3,0.0,34.5,248.5,manston,51.346,1.337
1986,6,18.8,11.2,0.0,20.6,249.1,manston,51.346,1.337
1986,7,21.3,13.3,0.0,40.2,211.9,manston,51.346,1.337
1986,8,19.2,11.3,0.0,44.9,185.2,manston,51.346,1.337
1986,9,16.4,9.5,0.0,59.4,159.5,manston,51.346,1.337
1986,10,15.5,9.0,0.0,67.6,123.6,manston,51.346,1.337
1986,11,11.5,4.8,2.0,68.2,81.1,manston,51.346,1.337
1986,12,9.0,2.9,1.0,52.1,83.5,manston,51.346,1.337
1987,1,2.5,1.3,18.0,11.3,39.9,manston,51.346,1.337
1987,2,6.6,0.9,11.0,24.4,75.7,manston,51.346,1.337
1987,3,6.8,0.7,16.0,36.8,103.9,manston,51.346,1.337
1987,4,14.4,6.0,0.0,21.5,181.0,manston,51.346,1.337
1987,5,13.9,7.2,0.0,37.1,193.3,manston,51.346,1.337
1987,6,17.2,10.2,0.0,99.8,145.2,manston,51.346,1.337
1987,7,20.3,13.3,0.0,109.2,192.0,manston,51.346,1.337
1987,8,20.8,12.8,0.0,90.8,187.6,manston,51.346,1.337
1987,9,19.0,12.0,0.0,15.1,159.3,manston,51.346,1.337
1987,10,14.7,8.5,0.0,132.5,115.0,manston,51.346,1.337
1987,11,9.9,5.7,1.0,61.8,61.2,manston,51.346,1.337
1987,12,8.3,3.9,4.0,31.4,39.5,manston,51.346,1.337
1988,1,8.8,3.1,5.0,114.4,70.9,manston,51.346,1.337
1988,2,7.7,2.2,2.0,35.2,129.8,manston,51.346,1.337
1988,3,9.4,3.7,2.0,81.3,110.1,manston,51.346,1.337
1988,4,11.8,5.6,1.0,45.5,175.3,manston,51.346,1.337
1988,5,15.5,9.0,0.0,31.8,221.5,manston,51.346,1.337
1988,6,17.1,10.8,0.0,11.7,158.4,manston,51.346,1.337
1988,7,20.0,12.0,0.0,38.9,206.3,manston,51.346,1.337
1988,8,21.1,12.5,0.0,21.1,223.3,manston,51.346,1.337
1988,9,18.0,11.2,0.0,27.1,137.8,manston,51.346,1.337
1988,10,15.1,9.4,0.0,81.0,112.9,manston,51.346,1.337
1988,11,9.6,3.8,2.0,56.4,95.4,manston,51.346,1.337
1988,12,9.4,4.7,1.0,17.4,44.3,manston,51.346,1.337
1989,1,8.7,3.1,3.0,23.8,83.1,manston,51.346,1.337
1989,2,9.4,3.0,1.0,25.0,103.0,manston,51.346,1.337
1989,3,11.9,4.7,2.0,42.6,110.3,manston,51.346,1.337
1989,4,10.3,4.8,0.0,77.4,127.5,manston,51.346,1.337
1989,5,17.7,9.1,0.0,0.4,326.3,manston,51.346,1.337
1989,6,19.1,10.9,0.0,47.7,276.8,manston,51.346,1.337
1989,7,22.8,14.7,0.0,37.8,263.1,manston,51.346,1.337
1989,8,22.9,13.8,0.0,20.4,239.2,manston,51.346,1.337
1989,9,19.8,13.2,0.0,23.7,140.4,manston,51.346,1.337
1989,10,16.4,10.4,0.0,56.1,125.6,manston,51.346,1.337
1989,11,10.5,4.2,4.0,30.4,124.3,manston,51.346,1.337
1989,12,9.3,4.2,5.0,65.2,22.0,manston,51.346,1.337
1990,1,9.3,3.9,2.0,46.8,53.1,manston,51.346,1.337
1990,2,11.0,4.8,1.0,63.6,109.9,manston,51.346,1.337
1990,3,12.4,4.9,1.0,5.7,175.6,manston,51.346,1.337
1990,4,12.5,4.8,2.0,40.9,246.3,manston,51.346,1.337
1990,5,17.6,9.0,0.0,19.1,317.3,manston,51.346,1.337
1990,6,18.4,10.1,0.0,56.1,192.3,manston,51.346,1.337
1990,7,21.9,12.5,0.0,6.5,299.2,manston,51.346,1.337
1990,8,24.3,14.4,0.0,26.0,289.0,manston,51.346,1.337
1990,9,18.3,10.5,0.0,39.9,158.3,manston,51.346,1.337
1990,10,15.8,9.6,0.0,68.4,130.1,manston,51.346,1.337
1990,11,10.2,5.4,3.0,87.7,68.1,manston,51.346,1.337
1990,12,7.1,2.5,3.0,41.1,44.9,manston,51.346,1.337
1991,1,7.0,2.3,2.0,37.7,69.6,manston,51.346,1.337
1991,2,4.4,1.0,16.0,17.8,62.7,manston,51.346,1.337
1991,3,11.5,5.4,2.0,15.4,119.1,manston,51.346,1.337
1991,4,11.9,4.8,1.0,43.8,184.1,manston,51.346,1.337
1991,5,13.8,6.9,0.0,25.5,164.9,manston,51.346,1.337
1991,6,16.6,9.1,0.0,86.7,155.7,manston,51.346,1.337
1991,7,21.2,13.6,0.0,78.1,214.6,manston,51.346,1.337
1991,8,22.8,14.0,0.0,10.5,266.8,manston,51.346,1.337
1991,9,19.7,11.9,0.0,63.4,181.3,manston,51.346,1.337
1991,10,13.9,7.8,0.0,32.3,111.0,manston,51.346,1.337
1991,11,9.8,4.2,2.0,57.5,49.8,manston,51.346,1.337
1991,12,8.2,2.4,8.0,18.2,60.4,manston,51.346,1.337
1992,1,6.6,1.8,10.0,16.6,49.8,manston,51.346,1.337
1992,2,8.6,1.7,9.0,12.7,79.5,manston,51.346,1.337
1992,3,10.8,4.4,1.0,60.2,89.3,manston,51.346,1.337
1992,4,12.9,5.0,0.0,41.2,138.9,manston,51.346,1.337
1992,5,18.4,9.5,0.0,52.9,284.0,manston,51.346,1.337
1992,6,19.8,12.0,0.0,15.5,243.6,manston,51.346,1.337
1992,7,21.5,13.7,0.0,58.9,205.1,manston,51.346,1.337
1992,8,20.8,13.2,0.0,76.0,168.5,manston,51.346,1.337
1992,9,18.4,10.8,0.0,36.6,164.9,manston,51.346,1.337
1992,10,12.2,6.0,2.0,93.5,125.2,manston,51.346,1.337
1992,11,11.4,4.7,1.0,82.2,71.3,manston,51.346,1.337
1992,12,7.4,2.5,5.0,32.4,50.8,manston,51.346,1.337
1993,1,9.3,2.7,7.0,39.3,48.5,manston,51.346,1.337
1993,2,6.1,1.9,5.0,13.2,42.2,manston,51.346,1.337
1993,3,10.4,2.9,2.0,6.1,157.2,manston,51.346,1.337
1993,4,13.5,6.1,0.0,45.2,142.2,manston,51.346,1.337
1993,5,15.7,8.9,0.0,36.4,214.9,manston,51.346,1.337
1993,6,19.6,11.7,0.0,49.0,254.0,manston,51.346,1.337
1993,7,20.8,12.4,0.0,52.9,194.6,manston,51.346,1.337
1993,8,20.6,12.3,0.0,32.8,225.5,manston,51.346,1.337
1993,9,16.8,10.7,0.0,106.0,125.9,manston,51.346,1.337
1993,10,12.8,7.9,0.0,121.1,106.8,manston,51.346,1.337
1993,11,8.0,2.8,5.0,41.5,88.5,manston,51.346,1.337
1993,12,8.7,2.9,2.0,86.4,36.6,manston,51.346,1.337
1994,1,8.7,2.2,6.0,55.5,67.4,manston,51.346,1.337
1994,2,6.8,0.9,9.0,31.5,79.4,manston,51.346,1.337
1994,3,11.6,4.4,3.0,31.9,146.7,manston,51.346,1.337
1994,4,12.3,4.6,2.0,45.1,171.1,manston,51.346,1.337
1994,5,14.8,8.2,0.0,68.6,190.3,manston,51.346,1.337
1994,6,19.7,10.7,0.0,27.5,263.6,manston,51.346,1.337
1994,7,24.1,14.8,0.0,32.7,275.0,manston,51.346,1.337
1994,8,22.0,13.7,0.0,72.0,215.6,manston,51.346,1.337
1994,9,17.1,10.5,0.0,53.0,126.8,manston,51.346,1.337
1994,10,14.3,7.2,0.0,77.0,135.6,manston,51.346,1.337
1994,11,13.0,8.1,0.0,17.8,49.9,manston,51.346,1.337
1994,12,10.2,3.7,5.0,57.8,64.8,manston,51.346,1.337
1995,1,8.0,2.1,7.0,93.6,66.7,manston,51.346,1.337
1995,2,10.2,4.2,1.0,52.5,83.7,manston,51.346,1.337
1995,3,10.2,2.0,9.0,40.5,192.0,manston,51.346,1.337
1995,4,12.9,5.8,2.0,18.0,174.5,manston,51.346,1.337
1995,5,17.2,7.3,0.0,19.0,250.1,manston,51.346,1.337
1995,6,17.8,10.5,0.0,27.2,177.7,manston,51.346,1.337
1995,7,24.3,14.8,0.0,27.7,288.6,manston,51.346,1.337
1995,8,23.7,15.8,0.0,13.9,298.0,manston,51.346,1.337
1995,9,18.3,11.2,0.0,94.3,152.4,manston,51.346,1.337
1995,10,17.5,9.7,0.0,7.9,138.0,manston,51.346,1.337
1995,11,11.2,5.8,2.0,19.8,62.5,manston,51.346,1.337
1995,12,5.7,1.4,10.0,75.8,51.6,manston,51.346,1.337
1996,1,6.2,2.4,7.0,29.0,35.5,manston,51.346,1.337
1996,2,5.5,0.1,17.0,34.1,71.4,manston,51.346,1.337
1996,3,6.9,1.6,8.0,15.8,92.2,manston,51.346,1.337
1996,4,13.1,4.8,1.0,4.6,183.3,manston,51.346,1.337
1996,5,13.3,6.3,0.0,44.5,194.3,manston,51.346,1.337
1996,6,19.9,10.4,0.0,11.0,259.1,manston,51.346,1.337
1996,7,21.7,12.3,0.0,22.6,234.1,manston,51.346,1.337
1996,8,21.8,13.0,0.0,84.3,219.2,manston,51.346,1.337
1996,9,17.3,11.5,0.0,42.1,171.7,manston,51.346,1.337
1996,10,15.3,8.5,0.0,21.7,138.9,manston,51.346,1.337
1996,11,9.9,3.6,6.0,87.0,96.4,manston,51.346,1.337
1996,12,6.1,1.7,11.0,29.9,48.4,manston,51.346,1.337
1997,1,4.4,0.3,15.0,11.5,63.8,manston,51.346,1.337
1997,2,9.8,3.2,3.0,42.2,58.8,manston,51.346,1.337
1997,3,12.2,4.7,1.0,9.4,148.2,manston,51.346,1.337
1997,4,13.1,4.6,1.0,7.6,228.9,manston,51.346,1.337
1997,5,16.7,7.6,1.0,37.5,272.3,manston,51.346,1.337
1997,6,18.7,11.6,0.0,90.1,211.8,manston,51.346,1.337
1997,7,21.5,13.0,0.0,23.1,244.1,manston,51.346,1.337
1997,8,25.1,16.2,0.0,29.1,257.9,manston,51.346,1.337
1997,9,19.9,11.3,0.0,1.5,207.1,manston,51.346,1.337
1997,10,15.0,7.6,3.0,53.2,161.6,manston,51.346,1.337
1997,11,11.7,5.9,1.0,89.9,63.1,manston,51.346,1.337
1997,12,8.9,3.6,3.0,97.0,33.1,manston,51.346,1.337
1998,1,8.5,3.0,5.0,45.7,67.5,manston,51.346,1.337
1998,2,10.4,3.1,5.0,6.2,125.0,manston,51.346,1.337
1998,3,11.3,5.3,2.0,25.7,83.5,manston,51.346,1.337
1998,4,12.3,5.0,2.0,55.0,143.8,manston,51.346,1.337
1998,5,16.8,9.7,0.0,35.6,234.1,manston,51.346,1.337
1998,6,19.1,11.4,0.0,78.2,190.5,manston,51.346,1.337
1998,7,20.4,12.7,0.0,26.3,215.4,manston,51.346,1.337
1998,8,22.5,12.9,0.0,5.6,267.5,manston,51.346,1.337
1998,9,18.9,12.6,0.0,79.8,158.0,manston,51.346,1.337
1998,10,14.1,8.4,0.0,133.1,93.7,manston,51.346,1.337
1998,11,8.9,3.2,5.0,61.6,110.6,manston,51.346,1.337
1998,12,8.8,3.5,5.0,48.7,50.4,manston,51.346,1.337
1999,1,9.0,3.5,3.0,56.7,75.9,manston,51.346,1.337
1999,2,7.7,2.0,7.0,17.4,101.5,manston,51.346,1.337
1999,3,10.9,4.5,1.0,30.1,113.4,manston,51.346,1.337
1999,4,13.2,6.3,2.0,62.1,195.9,manston,51.346,1.337
1999,5,17.3,9.6,0.0,43.1,247.1,manston,51.346,1.337
1999,6,18.7,10.9,0.0,45.8,254.6,manston,51.346,1.337
1999,7,22.2,14.7,0.0,18.5,280.4,manston,51.346,1.337
1999,8,21.5,14.1,0.0,75.4,222.9,manston,51.346,1.337
1999,9,20.5,14.0,0.0,57.0,164.2,manston,51.346,1.337
1999,10,15.0,8.8,0.0,52.8,157.3,manston,51.346,1.337
1999,11,10.8,6.5,0.0,42.4,81.8,manston,51.346,1.337
1999,12,8.2,2.9,2.0,68.0,83.1,manston,51.346,1.337
2000,1,7.9,2.7,7.0,12.4,70.3,manston,51.346,1.337
2000,2,9.6,3.6,2.0,61.6,111.0,manston,51.346,1.337
2000,3,10.8,4.7,2.0,23.8,112.9,manston,51.346,1.337
2000,4,12.0,5.9,2.0,127.8,160.4,manston,51.346,1.337
2000,5,15.8,9.2,0.0,108.2,178.9,manston,51.346,1.337
2000,6,19.7,11.7,0.0,10.4,219.3,manston,51.346,1.337
2000,7,18.9,11.9,0.0,49.1,139.2,manston,51.346,1.337
2000,8,21.9,13.8,0.0,18.6,240.1,manston,51.346,1.337
2000,9,19.8,12.8,0.0,52.9,123.8,manston,51.346,1.337
2000,10,14.8,8.6,0.0,148.4,96.3,manston,51.346,1.337
2000,11,10.7,5.1,0.0,119.4,80.2,manston,51.346,1.337
2000,12,8.7,4.6,4.0,63.8,65.5,manston,51.346,1.337
2001,1,6.8,1.9,9.0,63.8,99.9,manston,51.346,1.337
2001,2,7.7,2.8,7.0,96.8,72.8,manston,51.346,1.337
2001,3,8.6,3.9,1.0,80.8,61.3,manston,51.346,1.337
2001,4,11.6,5.7,0.0,56.0,137.8,manston,51.346,1.337
2001,5,16.4,9.4,0.0,22.6,301.7,manston,51.346,1.337
2001,6,19.1,11.2,0.0,24.6,276.5,manston,51.346,1.337
2001,7,22.1,14.2,0.0,63.0,269.9,manston,51.346,1.337
2001,8,22.425940984549225,12.94948684934247,0.0,103.4,199.79999999999998,manston,51.346,1.337
2001,9,17.0,11.1,0.0,96.6,129.7,manston,51.346,1.337
2001,10,17.3,11.7,0.0,102.6,131.3,manston,51.346,1.337
2001,11,10.9,5.5,0.0,51.6,105.5,manston,51.346,1.337
2001,12,7.1,2.9,5.0,19.6,77.2,manston,51.346,1.337
2002,1,8.6,3.4,6.0,36.2,82.80000000000001,manston,51.346,1.337
2002,2,10.6,5.2,0.0,44.0,88.4,manston,51.346,1.337
2002,3,11.3,5.2,0.0,37.8,136.7,manston,51.346,1.337
2002,4,13.5,6.3,0.0,30.2,250.2,manston,51.346,1.337
2002,5,15.6,9.3,0.0,59.0,242.5,manston,51.346,1.337
2002,6,19.5,12.0,0.0,45.8,224.0,manston,51.346,1.337
2002,7,20.6,13.4,0.0,59.8,245.8,manston,51.346,1.337
2002,8,22.2,14.9,0.0,22.2,239.4,manston,51.346,1.337
2002,9,18.5,12.8,0.0,57.0,181.7,manston,51.346,1.337
2002,10,14.3,8.7,0.0,48.6,110.3,manston,51.346,1.337
2002,11,12.1,6.9,0.0,119.0,82.2,manston,51.346,1.337
2002,12,8.4,5.0,2.0,102.8,23.4,manston,51.346,1.337
2003,1,7.6,2.9,7.0,51.8,70.9,manston,51.346,1.337
2003,2,6.7,1.6,8.0,11.2,120.6,manston,51.346,1.337
2003,3,10.7,4.2,0.0,15.2,177.8,manston,51.346,1.337
2003,4,13.2,5.9,1.0,21.4,237.4,manston,51.346,1.337
2003,5,16.7,8.5,0.0,55.0,223.3,manston,51.346,1.337
2003,6,21.3,13.0,0.0,32.6,269.8,manston,51.346,1.337
2003,7,22.7,14.6,0.0,47.4,253.0,manston,51.346,1.337
2003,8,23.9,15.4,0.0,17.6,282.0,manston,51.346,1.337
2003,9,20.3,11.3,0.0,14.8,272.2,manston,51.346,1.337
2003,10,13.2,7.2,0.0,77.4,159.6,manston,51.346,1.337
2003,11,11.9,6.7,0.0,110.2,75.1,manston,51.346,1.337
2003,12,8.5,3.3,4.0,72.8,60.6,manston,51.346,1.337
2004,1,8.0,2.8,5.0,71.8,65.7,manston,51.346,1.337
2004,2,7.6,3.6,6.0,20.0,61.6,manston,51.346,1.337
2004,3,9.8,4.0,3.0,25.4,133.8,manston,51.346,1.337
2004,4,13.3,6.2,0.0,57.2,199.6,manston,51.346,1.337
2004,5,15.9,8.5,0.0,47.0,251.6,manston,51.346,1.337
2004,6,20.5,12.0,0.0,26.8,245.7,manston,51.346,1.337
2004,7,21.1,13.1,0.0,61.8,247.2,manston,51.346,1.337
2004,8,22.1,14.9,0.0,109.0,208.2,manston,51.346,1.337
2004,9,19.2,12.0,0.0,15.2,175.2,manston,51.346,1.337
2004,10,15.1,9.3,0.0,63.6,114.4,manston,51.346,1.337
2004,11,10.6,5.9,1.0,31.0,63.6,manston,51.346,1.337
2004,12,8.2,3.0,3.0,39.8,57.2,manston,51.346,1.337
2005,1,8.6,3.4,1.0,25.4,86.0,manston,51.346,1.337
2005,2,6.3,2.0,6.0,30.4,63.6,manston,51.346,1.337
2005,3,9.7,3.5,6.0,41.6,89.3,manston,51.346,1.337
2005,4,13.3,5.9,0.0,47.8,156.7,manston,51.346,1.337
2005,5,15.9,8.4,0.0,32.6,237.2,manston,51.346,1.337
2005,6,20.2,12.0,0.0,30.6,263.0,manston,51.346,1.337
2005,7,21.1,13.5,0.0,88.6,183.8,manston,51.346,1.337
2005,8,21.2,12.9,0.0,37.4,234.1,manston,51.346,1.337
2005,9,20.948146157307864,11.364488849442466,0.0,37.38706466573328,188.35,manston,51.346,1.337
2005,10,17.3,11.6,0.0,65.6,142.6,manston,51.346,1.337
2005,11,9.9,4.6,4.0,49.3182671633583,115.5,manston,51.346,1.337
2005,12,7.4,2.3,7.0,45.2,78.2,manston,51.346,1.337
2006,1,6.0,2.6,4.0,20.0,52.3,manston,51.346,1.337
2006,2,6.2,2.0,2.0,44.33732311615597,57.8,manston,51.346,1.337
2006,3,8.1,2.3,10.0,58.728619868493396,130.1,manston,51.346,1.337
2006,4,12.7,5.4,0.0,24.0,169.7,manston,51.346,1.337
2006,5,16.4,9.3,0.0,93.8,181.9,manston,51.346,1.337
2006,6,20.1,11.3,0.0,49.2,315.5,manston,51.346,1.337
2006,7,25.4,15.6,0.0,8.2,350.1,manston,51.346,1.337
2006,8,20.6,13.4,0.0,111.0,163.8,manston,51.346,1.337
2006,9,21.7,14.6,0.0,24.6,188.5,manston,51.346,1.337
2006,10,17.0,11.6,0.0,74.6,125.9,manston,51.346,1.337
2006,11,12.5,6.3,0.0,36.8,118.6,manston,51.346,1.337
2006,12,9.7,4.7,0.0,69.0,48.7,manston,51.346,1.337
2007,1,9.8,4.8,1.0,43.6,66.7,manston,51.346,1.337
2007,2,9.2,4.2,2.0,73.8,61.2,manston,51.346,1.337
2007,3,11.4,4.3,1.0,33.8,186.4,manston,51.346,1.337
2007,4,15.5,7.8,0.0,1.8,274.0,manston,51.346,1.337
2007,5,16.2,9.6,0.0,81.6,178.7,manston,51.346,1.337
2007,6,19.0,12.1,0.0,83.18226286314321,168.5,manston,51.346,1.337
2007,7,20.6,13.0,0.0,96.2,217.2,manston,51.346,1.337
2007,8,20.3,13.1,0.0,40.0,204.7,manston,51.346,1.337
2007,9,18.7,11.7,0.0,32.4,165.9,manston,51.346,1.337
2007,10,14.3,9.1,0.0,30.8,104.9,manston,51.346,1.337
2007,11,10.4,5.0,2.0,80.49615605780326,70.3,manston,51.346,1.337
2007,12,8.1,3.3,6.0,48.6,81.6,manston,51.346,1.337
