year,month,tmax(degC),tmin(degC),af(days),rain(mm),sun(hours),station,latitude,longitude
2009,12,6.9,2.4,5.0,124.8,67.7,aberporth,52.139,4.57
2010,1,5.1,0.9,11.0,55.4,86.1,aberporth,52.139,4.57
2010,2,5.9,1.4,6.0,38.1,100.8,aberporth,52.139,4.57
2010,3,8.5,3.0,4.0,64.8,147.3,aberporth,52.139,4.57
2010,4,11.6,5.3,0.0,30.4,215.5,aberporth,52.139,4.57
2010,5,13.2,7.6,0.0,58.6,239.8,aberporth,52.139,4.57
2010,6,17.6,10.6,0.0,23.2,259.3,aberporth,52.139,4.57
2010,7,18.1,13.0,0.0,122.2,115.4,aberporth,52.139,4.57
2010,8,16.9,12.2,0.0,34.2,153.5,aberporth,52.139,4.57
2010,9,16.6,11.5,0.0,62.3,143.2,aberporth,52.139,4.57
2010,10,13.7,8.2,0.0,93.8,139.7,aberporth,52.139,4.57
2010,11,8.8,4.0,5.0,108.0,78.6,aberporth,52.139,4.57
2010,12,4.5,0.1,17.0,22.8,79.1,aberporth,52.139,4.57
2011,1,6.5,2.1,9.0,91.6,80.5,aberporth,52.139,4.57
2011,2,9.2,4.7,1.0,52.2,68.4,aberporth,52.139,4.57
2011,3,9.6,3.5,5.0,24.2,193.8,aberporth,52.139,4.57
2011,4,14.6,8.0,0.0,19.2,223.4,aberporth,52.139,4.57
2011,5,15.0,8.8,0.0,44.4,194.4,aberporth,52.139,4.57
2011,6,15.8,9.9,0.0,51.2,234.1,aberporth,52.139,4.57
2011,7,17.3,11.5,0.0,50.0,206.3,aberporth,52.139,4.57
2011,8,17.5,11.8,0.0,64.0,141.6,aberporth,52.139,4.57
2011,9,17.0,12.0,0.0,62.2,126.5,aberporth,52.139,4.57
2011,10,14.8,10.5,0.0,85.2,72.9,aberporth,52.139,4.57
2011,11,12.6,8.1,0.0,66.0,73.4,aberporth,52.139,4.57
2011,12,9.3,5.5,0.0,126.4,25.0,aberporth,52.139,4.57
2012,1,8.4,4.9,0.0,64.6,59.6,aberporth,52.139,4.57
2012,2,7.5,2.8,10.0,38.2,68.0,aberporth,52.139,4.57
2012,3,11.6,5.9,0.0,23.8,166.1,aberporth,52.139,4.57
2012,4,9.8,4.6,1.0,93.0,113.2,aberporth,52.139,4.57
2012,5,14.3,8.2,0.0,57.4,213.8,aberporth,52.139,4.57
2012,6,15.7,10.6,0.0,148.0,143.9,aberporth,52.139,4.57
2012,7,16.6,11.7,0.0,76.2,139.4,aberporth,52.139,4.57
2012,8,18.4,13.4,0.0,100.2,141.1,aberporth,52.139,4.57
2012,9,15.3,10.2,0.0,86.8,137.9,aberporth,52.139,4.57
2012,10,12.7,8.2,0.0,135.6,98.6,aberporth,52.139,4.57
2012,11,9.6,4.9,1.0,160.4,60.4,aberporth,52.139,4.57
2012,12,8.4,4.2,4.0,168.6,53.4,aberporth,52.139,4.57
2013,1,6.8,3.1,10.0,74.1,47.4,aberporth,52.139,4.57
2013,2,6.7,2.0,4.0,60.4,90.5,aberporth,52.139,4.57
2013,3,6.6,1.0,13.0,40.0,127.3,aberporth,52.139,4.57
2013,4,10.3,4.3,5.0,33.4,184.2,aberporth,52.139,4.57
2013,5,12.2,6.4,0.0,60.8,196.9,aberporth,52.139,4.57
2013,6,15.9,9.9,0.0,45.0,217.9,aberporth,52.139,4.57
2013,7,20.7,13.6,0.0,36.0,291.5,aberporth,52.139,4.57
2013,8,18.6,13.2,0.0,73.4,152.7,aberporth,52.139,4.57
2013,9,16.8,11.6,0.0,61.8,96.7,aberporth,52.139,4.57
2013,10,14.8,10.9,0.0,137.4,71.3,aberporth,52.139,4.57
2013,11,10.0,5.7,0.0,89.8,54.5,aberporth,52.139,4.57
2013,12,9.6,4.8,0.0,161.4,40.0,aberporth,52.139,4.57
2014,1,8.4,4.0,0.0,195.4,28.8,aberporth,52.139,4.57
2014,2,8.3,3.8,0.0,171.6,73.8,aberporth,52.139,4.57
2014,3,10.5,4.4,0.0,48.8,131.0,aberporth,52.139,4.57
2014,4,12.7,6.9,0.0,55.8,160.1,aberporth,52.139,4.57
2014,5,14.3,8.9,0.0,63.4,144.1,aberporth,52.139,4.57
2014,6,17.1,11.1,0.0,54.8,253.3,aberporth,52.139,4.57
2014,7,19.3,13.4,0.0,20.2,205.8,aberporth,52.139,4.57
2014,8,17.5,12.2,0.0,106.8,169.2,aberporth,52.139,4.57
2014,9,18.3,11.9,0.0,12.6,174.2,aberporth,52.139,4.57
2014,10,14.7,10.1,0.0,110.6,76.8,aberporth,52.139,4.57
2014,11,11.2,6.4,0.0,122.8,80.6,aberporth,52.139,4.57
2014,12,8.9,4.9,1.0,83.2,46.1,aberporth,52.139,4.57
2015,1,7.7,3.5,2.0,97.6,45.3,aberporth,52.139,4.57
2015,2,6.9,2.5,5.0,59.0,69.5,aberporth,52.139,4.57
2015,3,8.8,3.8,0.0,54.0,137.8,aberporth,52.139,4.57
2015,4,12.8,5.4,0.0,26.2,221.5,aberporth,52.139,4.57
2015,5,12.9,7.7,0.0,82.4,163.6,aberporth,52.139,4.57
2015,6,16.7,10.2,0.0,39.0,226.7,aberporth,52.139,4.57
2015,7,17.8,12.1,0.0,97.0,168.2,aberporth,52.139,4.57
2015,8,17.6,11.7,0.0,77.8,158.7,aberporth,52.139,4.57
2015,9,16.0,10.2,0.0,51.8,153.9,aberporth,52.139,4.57
2015,10,13.9,8.8,0.0,75.0,99.2,aberporth,52.139,4.57
2015,11,12.6,7.7,0.0,148.0,32.7,aberporth,52.139,4.57
2015,12,11.8,7.7,0.0,210.4,21.1,aberporth,52.139,4.57
2016,1,8.9,4.5,0.0,146.0,25.5,aberporth,52.139,4.57
2016,2,7.8,3.5,2.0,85.6,64.4,aberporth,52.139,4.57
2016,3,8.7,3.5,0.0,64.4,129.5,aberporth,52.139,4.57
2016,4,10.2,4.9,0.0,52.2,143.9,aberporth,52.139,4.57
2016,5,15.2,8.8,0.0,56.4,190.9,aberporth,52.139,4.57
2016,6,17.0,11.7,0.0,75.8,149.9,aberporth,52.139,4.57
2016,7,18.3,12.9,0.0,50.4,140.4,aberporth,52.139,4.57
2016,8,18.9,13.2,0.0,41.4,150.4,aberporth,52.139,4.57
2016,9,17.9,12.2,0.0,98.8,103.4,aberporth,52.139,4.57
2016,10,14.1,8.6,0.0,40.2,135.4,aberporth,52.139,4.57
2016,11,9.4,5.4,1.0,76.6,73.7,aberporth,52.139,4.57
2016,12,10.0,5.4,1.0,54.2,46.5,aberporth,52.139,4.57
2017,1,7.9,3.9,2.0,55.2,60.5,aberporth,52.139,4.57
2017,2,8.8,4.6,1.0,75.4,51.5,aberporth,52.139,4.57
2017,3,11.1,5.5,0.0,110.8,96.2,aberporth,52.139,4.57
2017,4,11.5,6.6,0.0,16.6,158.6,aberporth,52.139,4.57
2017,5,16.2,9.4,0.0,32.4,224.3,aberporth,52.139,4.57
2017,6,17.8,11.8,0.0,105.4,171.6,aberporth,52.139,4.57
2017,7,18.3,12.6,0.0,85.6,165.2,aberporth,52.139,4.57
2017,8,17.6,12.0,0.0,99.0,142.7,aberporth,52.139,4.57
2017,9,15.9,11.0,0.0,145.0,90.2,aberporth,52.139,4.57
2017,10,14.6,10.5,0.0,29.8,57.8,aberporth,52.139,4.57
2017,11,10.7,6.6,0.0,130.2,38.8,aberporth,52.139,4.57
2017,12,8.6,4.9,1.0,123.0,32.4,aberporth,52.139,4.57
2018,1,8.4,3.8,0.0,117.2,53.5,aberporth,52.139,4.57
2018,2,6.3,1.3,10.0,48.6,91.3,aberporth,52.139,4.57
2018,3,7.7,2.3,6.0,97.0,100.6,aberporth,52.139,4.57
2018,4,12.1,6.4,0.0,70.6,152.2,aberporth,52.139,4.57
2018,5,15.3,8.1,0.0,33.4,219.4,aberporth,52.139,4.57
2018,6,19.1,12.4,0.0,10.2,270.2,aberporth,52.139,4.57
2018,7,20.3,13.4,0.0,58.6,244.8,aberporth,52.139,4.57
2018,8,18.5,12.6,0.0,63.8,128.5,aberporth,52.139,4.57
2018,9,16.0,10.8,0.0,94.0,132.5,aberporth,52.139,4.57
2018,10,13.5,8.5,0.0,131.6,107.7,aberporth,52.139,4.57
2018,11,10.9,6.3,0.0,154.0,81.8,aberporth,52.139,4.57
2018,12,9.9,6.3,0.0,125.2,11.3,aberporth,52.139,4.57
2019,1,7.3,3.8,3.0,53.8,31.9,aberporth,52.139,4.57
2019,2,11.0,5.0,1.0,52.8,110.5,aberporth,52.139,4.57
2019,3,10.1,5.1,0.0,83.0,121.4,aberporth,52.139,4.57
2019,4,13.3,6.4,0.0,74.4,145.8,aberporth,52.139,4.57
2019,5,14.2,7.9,0.0,15.0,224.1,aberporth,52.139,4.57
2019,6,16.3,10.6,0.0,138.2,165.6,aberporth,52.139,4.57
2019,7,19.2,13.2,0.0,21.6,208.9,aberporth,52.139,4.57
2019,8,19.4,13.4,0.0,69.4,192.4,aberporth,52.139,4.57
2019,9,17.2,11.8,0.0,103.0,159.7,aberporth,52.139,4.57
2019,10,13.1,8.4,0.0,138.2,78.0,aberporth,52.139,4.57
2019,11,9.3,5.5,0.0,155.2,45.4,aberporth,52.139,4.57
2019,12,9.1,4.6,1.0,126.6,41.8,aberporth,52.139,4.57
2020,1,8.9,4.7,0.0,102.8,45.4,aberporth,52.139,4.57
2020,2,9.0,4.4,0.0,150.8,64.6,aberporth,52.139,4.57
2020,3,9.9,4.0,0.0,50.4,168.2,aberporth,52.139,4.57
2020,4,14.8,7.0,0.0,23.8,225.9,aberporth,52.139,4.57
2020,5,16.8,8.6,0.0,7.4,306.0,aberporth,52.139,4.57
2020,6,17.0,11.2,0.0,111.8,145.9,aberporth,52.139,4.57
2020,7,17.2,12.2,0.0,89.0,163.2,aberporth,52.139,4.57
2020,8,18.6,13.5,0.0,163.0,119.9,aberporth,52.139,4.57
2020,9,17.2,11.1,0.0,69.4,132.7,aberporth,52.139,4.57
2020,10,12.8,8.4,0.0,134.0,49.0,aberporth,52.139,4.57
2020,11,11.7,6.8,0.0,70.8,55.6,aberporth,52.139,4.57
2020,12,8.6,4.6,0.0,190.4,25.3,aberporth,52.139,4.57
2021,1,6.9,2.8,7.0,138.0,38.0,aberporth,52.139,4.57
2021,2,7.9,2.9,6.0,119.4,60.6,aberporth,52.139,4.57
2021,3,9.8,4.6,3.0,38.8,94.7,aberporth,52.139,4.57
2021,4,10.9,3.9,0.0,10.6,255.4,aberporth,52.139,4.57
2021,5,12.7,7.0,0.0,142.6,157.4,aberporth,52.139,4.57
2021,6,17.4,11.0,0.0,18.0,139.5,aberporth,52.139,4.57
2021,7,19.2,13.7,0.0,39.2,177.9,aberporth,52.139,4.57
2021,8,17.8,12.5,0.0,43.8,128.2,aberporth,52.139,4.57
2021,9,18.3,12.9,0.0,105.8,101.5,aberporth,52.139,4.57
2021,10,14.5,10.3,0.0,163.6,56.1,aberporth,52.139,4.57
2021,11,10.9,7.0,1.0,48.8,35.9,aberporth,52.139,4.57
2021,12,10.0,5.7,0.0,99.2,33.1,aberporth,52.139,4.57
2022,1,8.6,4.1,1.0,32.2,56.3,aberporth,52.139,4.57
2022,2,9.8,5.0,0.0,99.6,60.3,aberporth,52.139,4.57
2022,3,11.4,5.2,0.0,34.8,153.9,aberporth,52.139,4.57
2022,4,12.3,5.9,0.0,43.8,142.9,aberporth,52.139,4.57
2022,5,15.6,9.5,0.0,38.6,147.4,aberporth,52.139,4.57
2022,6,17.2,10.7,0.0,35.2,196.9,aberporth,52.139,4.57
2022,7,19.8,13.4,0.0,32.8,172.8,aberporth,52.139,4.57
2022,8,20.6,14.1,0.0,10.8,224.8,aberporth,52.139,4.57
2022,9,17.3,12.3,0.0,89.8,77.7,aberporth,52.139,4.57
2022,10,15.6,10.5,0.0,107.4,97.5,aberporth,52.139,4.57
2022,11,11.9,7.5,0.0,118.2,51.2,aberporth,52.139,4.57
2022,12,7.6,2.3,9.0,80.6,61.0,aberporth,52.139,4.57
2023,1,8.5,3.9,2.0,85.6,53.2,aberporth,52.139,4.57
2023,2,9.3,4.6,0.0,17.2,72.0,aberporth,52.139,4.57
2023,3,9.5,4.9,0.0,116.6,47.2,aberporth,52.139,4.57
1980,1,5.2,0.4,19.0,75.0,41.7,armagh,54.352,6.649
1980,2,8.1,2.0,8.0,72.9,53.8,armagh,54.352,6.649
1980,3,8.2,1.1,10.0,101.5,95.2,armagh,54.352,6.649
1980,4,13.7,4.3,0.0,14.0,128.1,armagh,54.352,6.649
1980,5,16.2,6.4,0.0,34.2,220.1,armagh,54.352,6.649
1980,6,16.7,9.1,0.0,96.8,88.7,armagh,54.352,6.649
1980,7,17.4,10.1,0.0,50.4,96.9,armagh,54.352,6.649
1980,8,19.2,10.9,0.0,59.6,96.2,armagh,54.352,6.649
1980,9,17.0,10.7,0.0,70.3,92.5,armagh,54.352,6.649
1980,10,11.8,5.4,0.0,112.0,81.0,armagh,54.352,6.649
1980,11,9.2,4.0,6.0,61.7,52.2,armagh,54.352,6.649
1980,12,8.1,2.3,7.0,99.9,23.9,armagh,54.352,6.649
1981,1,7.9,2.6,6.0,50.9,37.1,armagh,54.352,6.649
1981,2,6.9,1.5,7.0,47.3,59.6,armagh,54.352,6.649
1981,3,10.9,4.0,0.0,108.0,76.3,armagh,54.352,6.649
1981,4,12.8,3.8,3.0,47.7,152.5,armagh,54.352,6.649
1981,5,15.0,6.6,1.0,97.8,126.8,armagh,54.352,6.649
1981,6,16.9,8.8,0.0,85.0,109.9,armagh,54.352,6.649
1981,7,18.3,11.1,0.0,63.8,95.9,armagh,54.352,6.649
1981,8,20.0,11.1,0.0,35.9,110.0,armagh,54.352,6.649
1981,9,17.0,10.0,0.0,136.8,110.3,armagh,54.352,6.649
1981,10,10.4,3.4,2.0,110.6,92.5,armagh,54.352,6.649
1981,11,10.1,3.9,3.0,70.1,48.2,armagh,54.352,6.649
1981,12,4.0,1.1,16.0,69.2,17.8,armagh,54.352,6.649
1982,1,6.3,0.9,14.0,79.9,42.3,armagh,54.352,6.649
1982,2,8.1,2.0,9.0,65.7,61.2,armagh,54.352,6.649
1982,3,10.1,2.1,5.0,101.6,134.5,armagh,54.352,6.649
1982,4,14.1,4.5,2.0,9.0,141.5,armagh,54.352,6.649
1982,5,15.7,6.0,3.0,30.7,170.1,armagh,54.352,6.649
1982,6,18.6,10.2,0.0,80.0,132.6,armagh,54.352,6.649
1982,7,20.7,11.1,0.0,15.1,155.9,armagh,54.352,6.649
1982,8,18.9,10.5,0.0,64.1,122.9,armagh,54.352,6.649
1982,9,16.6,9.3,0.0,69.3,108.8,armagh,54.352,6.649
1982,10,12.8,5.9,0.0,101.4,77.0,armagh,54.352,6.649
1982,11,8.7,3.3,2.0,131.0,41.3,armagh,54.352,6.649
1982,12,6.9,1.2,13.0,114.3,41.5,armagh,54.352,6.649
1983,1,8.4,2.8,4.0,76.5,40.5,armagh,54.352,6.649
1983,2,5.5,0.0,13.0,34.4,67.5,armagh,54.352,6.649
1983,3,10.1,3.9,2.0,79.6,54.5,armagh,54.352,6.649
1983,4,10.7,1.7,11.0,60.1,147.6,armagh,54.352,6.649
1983,5,13.8,6.0,0.0,67.0,117.1,armagh,54.352,6.649
1983,6,17.4,9.6,0.0,40.2,114.0,armagh,54.352,6.649
1983,7,23.3,12.6,0.0,15.1,177.1,armagh,54.352,6.649
1983,8,21.4,12.5,0.0,32.5,117.1,armagh,54.352,6.649
1983,9,16.2,9.5,0.0,67.6,67.1,armagh,54.352,6.649
1983,10,13.0,6.7,2.0,92.4,79.7,armagh,54.352,6.649
1983,11,10.1,4.1,6.0,28.4,27.5,armagh,54.352,6.649
1983,12,8.8,4.0,6.0,111.3,29.8,armagh,54.352,6.649
1984,1,5.2,0.4,15.0,127.9,38.7,armagh,54.352,6.649
1984,2,7.3,1.5,8.0,94.7,42.1,armagh,54.352,6.649
1984,3,8.2,1.8,5.0,65.5,71.3,armagh,54.352,6.649
1984,4,13.3,3.8,4.0,13.9,158.4,armagh,54.352,6.649
1984,5,15.9,4.1,0.0,20.3,214.1,armagh,54.352,6.649
1984,6,18.8,10.2,0.0,47.4,132.3,armagh,54.352,6.649
1984,7,21.0,11.0,0.0,49.9,173.0,armagh,54.352,6.649
1984,8,21.1,11.7,0.0,87.2,141.5,armagh,54.352,6.649
1984,9,15.9,8.8,0.0,78.8,96.5,armagh,54.352,6.649
1984,10,13.3,6.1,2.0,79.7,87.7,armagh,54.352,6.649
1984,11,8.7,2.9,5.0,90.8,48.4,armagh,54.352,6.649
1984,12,8.0,2.4,7.0,81.6,28.4,armagh,54.352,6.649
1985,1,3.2,2.2,25.0,46.8,52.5,armagh,54.352,6.649
1985,2,6.5,1.0,14.0,23.5,69.6,armagh,54.352,6.649
1985,3,8.4,1.4,8.0,57.6,85.1,armagh,54.352,6.649
1985,4,12.7,4.8,2.0,50.5,126.5,armagh,54.352,6.649
1985,5,14.6,6.0,0.0,63.2,145.4,armagh,54.352,6.649
1985,6,17.1,7.7,0.0,55.1,154.3,armagh,54.352,6.649
1985,7,18.8,11.2,0.0,99.4,89.6,armagh,54.352,6.649
1985,8,16.9,10.0,0.0,136.8,98.3,armagh,54.352,6.649
1985,9,17.6,10.2,0.0,88.3,79.7,armagh,54.352,6.649
1985,10,13.8,7.3,0.0,42.7,71.2,armagh,54.352,6.649
1985,11,7.9,0.1,18.0,40.4,62.7,armagh,54.352,6.649
1985,12,8.6,3.2,6.0,60.1,46.9,armagh,54.352,6.649
1986,1,6.5,0.5,12.0,105.0,41.6,armagh,54.352,6.649
1986,2,3.5,1.7,19.0,4.4,68.1,armagh,54.352,6.649
1986,3,9.4,1.8,8.0,71.3,113.8,armagh,54.352,6.649
1986,4,10.0,1.5,7.0,99.6,138.0,armagh,54.352,6.649
1986,5,14.0,6.5,0.0,98.4,159.6,armagh,54.352,6.649
1986,6,18.6,9.8,0.0,44.5,141.1,armagh,54.352,6.649
1986,7,18.0,11.2,0.0,51.6,76.2,armagh,54.352,6.649
1986,8,16.2,8.1,0.0,109.3,110.3,armagh,54.352,6.649
1986,9,16.2,6.7,0.0,4.2,142.8,armagh,54.352,6.649
1986,10,13.6,6.8,0.0,90.6,105.4,armagh,54.352,6.649
1986,11,10.3,3.5,3.0,83.2,74.9,armagh,54.352,6.649
1986,12,8.2,2.6,5.0,100.5,40.6,armagh,54.352,6.649
1987,1,5.6,0.1,15.0,31.0,41.1,armagh,54.352,6.649
1987,2,8.0,0.2,13.0,35.4,62.6,armagh,54.352,6.649
1987,3,8.6,1.2,11.0,77.8,71.7,armagh,54.352,6.649
1987,4,13.6,5.2,1.0,41.9,91.1,armagh,54.352,6.649
1987,5,15.2,5.7,0.0,27.3,170.6,armagh,54.352,6.649
1987,6,15.5,8.1,0.0,91.4,77.4,armagh,54.352,6.649
1987,7,19.9,11.5,0.0,36.4,109.5,armagh,54.352,6.649
1987,8,18.8,11.0,0.0,105.1,105.2,armagh,54.352,6.649
1987,9,16.3,8.2,0.0,76.5,145.8,armagh,54.352,6.649
1987,10,11.9,4.5,2.0,128.5,109.1,armagh,54.352,6.649
1987,11,9.4,3.8,4.0,46.9,52.9,armagh,54.352,6.649
1987,12,8.2,2.6,8.0,34.0,23.7,armagh,54.352,6.649
1988,1,7.1,1.5,6.0,129.9,55.5,armagh,54.352,6.649
1988,2,7.8,1.5,8.0,76.8,71.1,armagh,54.352,6.649
1988,3,9.7,3.3,2.0,108.2,80.6,armagh,54.352,6.649
1988,4,12.8,4.6,3.0,30.6,134.0,armagh,54.352,6.649
1988,5,15.7,6.1,0.0,51.2,172.6,armagh,54.352,6.649
1988,6,19.6,9.6,0.0,37.4,166.4,armagh,54.352,6.649
1988,7,17.4,10.5,0.0,91.5,114.6,armagh,54.352,6.649
1988,8,17.9,10.5,0.0,86.5,116.6,armagh,54.352,6.649
1988,9,15.9,9.2,0.0,77.4,108.3,armagh,54.352,6.649
1988,10,13.1,6.2,3.0,89.2,95.4,armagh,54.352,6.649
1988,11,9.3,2.1,8.0,34.5,66.8,armagh,54.352,6.649
1988,12,9.9,5.4,0.0,67.0,38.1,armagh,54.352,6.649
1989,1,9.7,4.1,0.0,46.6,55.5,armagh,54.352,6.649
1989,2,9.0,2.4,5.0,48.1,87.7,armagh,54.352,6.649
1989,3,10.6,2.7,3.0,81.3,112.4,armagh,54.352,6.649
1989,4,10.7,2.0,8.0,89.8,109.1,armagh,54.352,6.649
1989,5,17.2,6.7,0.0,20.0,227.5,armagh,54.352,6.649
1989,6,19.1,9.0,0.0,34.3,183.1,armagh,54.352,6.649
1989,7,23.8,12.3,0.0,36.1,243.8,armagh,54.352,6.649
1989,8,18.5,11.5,0.0,88.2,118.1,armagh,54.352,6.649
1989,9,16.3,9.2,0.0,48.5,98.5,armagh,54.352,6.649
1989,10,13.8,8.3,0.0,93.0,61.7,armagh,54.352,6.649
1989,11,8.9,4.0,5.0,25.1,45.2,armagh,54.352,6.649
1989,12,6.4,1.0,12.0,54.5,24.3,armagh,54.352,6.649
1990,1,9.0,3.3,1.0,88.1,58.6,armagh,54.352,6.649
1990,2,8.7,2.6,2.0,153.7,61.0,armagh,54.352,6.649
1990,3,11.3,5.3,2.0,39.8,88.9,armagh,54.352,6.649
1990,4,12.2,3.5,1.0,48.5,149.4,armagh,54.352,6.649
1990,5,17.1,7.5,0.0,42.6,165.0,armagh,54.352,6.649
1990,6,16.9,9.0,0.0,69.5,135.5,armagh,54.352,6.649
1990,7,20.2,11.4,0.0,31.8,214.9,armagh,54.352,6.649
1990,8,19.5,12.6,0.0,90.6,104.3,armagh,54.352,6.649
1990,9,16.1,8.0,0.0,23.1,120.0,armagh,54.352,6.649
1990,10,13.5,8.2,0.0,147.7,77.2,armagh,54.352,6.649
1990,11,9.5,3.2,7.0,51.0,73.0,armagh,54.352,6.649
1990,12,7.2,1.2,9.0,97.3,46.1,armagh,54.352,6.649
1991,1,6.3,0.7,14.0,64.0,69.4,armagh,54.352,6.649
1991,2,6.3,0.3,14.0,33.3,48.4,armagh,54.352,6.649
1991,3,10.7,3.9,4.0,85.8,87.2,armagh,54.352,6.649
1991,4,11.3,4.5,0.0,90.0,147.0,armagh,54.352,6.649
1991,5,15.4,7.1,1.0,6.6,143.6,armagh,54.352,6.649
1991,6,15.7,8.0,0.0,57.0,114.3,armagh,54.352,6.649
1991,7,20.1,12.7,0.0,20.1,132.5,armagh,54.352,6.649
1991,8,20.1,12.0,0.0,26.0,153.0,armagh,54.352,6.649
1991,9,18.4,9.1,0.0,39.4,163.2,armagh,54.352,6.649
1991,10,12.3,6.5,0.0,82.1,70.8,armagh,54.352,6.649
1991,11,9.4,3.4,4.0,84.2,63.8,armagh,54.352,6.649
1991,12,8.8,3.5,3.0,91.2,31.2,armagh,54.352,6.649
1992,1,7.2,2.4,7.0,59.0,26.8,armagh,54.352,6.649
1992,2,9.1,2.5,6.0,40.2,55.5,armagh,54.352,6.649
1992,3,10.4,4.5,0.0,95.7,71.9,armagh,54.352,6.649
1992,4,11.3,4.8,0.0,70.7,79.5,armagh,54.352,6.649
1992,5,16.6,7.9,0.0,36.8,179.2,armagh,54.352,6.649
1992,6,19.5,10.5,0.0,52.2,158.6,armagh,54.352,6.649
1992,7,18.9,11.3,0.0,59.4,112.9,armagh,54.352,6.649
1992,8,17.3,10.3,0.0,146.4,143.3,armagh,54.352,6.649
1992,9,15.3,8.0,0.0,64.2,85.9,armagh,54.352,6.649
1992,10,11.0,4.0,2.0,47.6,85.5,armagh,54.352,6.649
1992,11,10.0,4.1,2.0,101.3,57.8,armagh,54.352,6.649
1992,12,7.0,0.9,9.0,63.2,40.4,armagh,54.352,6.649
1993,1,8.4,3.0,2.0,90.3,40.4,armagh,54.352,6.649
1993,2,8.9,4.1,4.0,17.5,24.8,armagh,54.352,6.649
1993,3,9.8,3.2,7.0,39.0,77.4,armagh,54.352,6.649
1993,4,12.7,5.5,0.0,82.3,112.1,armagh,54.352,6.649
1993,5,14.5,6.5,0.0,129.8,121.2,armagh,54.352,6.649
1993,6,17.6,10.6,0.0,64.9,88.3,armagh,54.352,6.649
1993,7,17.4,11.2,0.0,78.8,92.6,armagh,54.352,6.649
1993,8,17.5,10.1,0.0,57.8,140.4,armagh,54.352,6.649
1993,9,15.7,8.6,0.0,97.7,96.4,armagh,54.352,6.649
1993,10,11.0,4.1,5.0,40.1,87.0,armagh,54.352,6.649
1993,11,8.5,2.4,8.0,45.1,56.8,armagh,54.352,6.649
1993,12,7.3,2.3,5.0,141.9,34.0,armagh,54.352,6.649
1994,1,7.7,1.9,9.0,90.7,53.1,armagh,54.352,6.649
1994,2,6.1,0.1,13.0,107.8,48.6,armagh,54.352,6.649
1994,3,9.9,3.8,0.0,86.8,106.4,armagh,54.352,6.649
1994,4,11.7,3.5,1.0,66.7,174.4,armagh,54.352,6.649
1994,5,13.8,5.9,0.0,39.7,142.2,armagh,54.352,6.649
1994,6,16.4,9.3,0.0,37.6,102.9,armagh,54.352,6.649
1994,7,19.5,11.8,0.0,59.2,127.5,armagh,54.352,6.649
1994,8,17.9,10.3,0.0,62.4,113.4,armagh,54.352,6.649
1994,9,15.8,8.3,0.0,63.2,110.5,armagh,54.352,6.649
1994,10,13.5,6.7,0.0,38.4,112.9,armagh,54.352,6.649
1994,11,12.5,6.3,0.0,56.0,60.6,armagh,54.352,6.649
1994,12,8.9,3.2,4.0,109.5,49.9,armagh,54.352,6.649
1995,1,7.6,1.4,11.0,103.0,32.2,armagh,54.352,6.649
1995,2,8.8,3.0,1.0,89.3,58.3,armagh,54.352,6.649
1995,3,8.8,1.9,7.0,60.4,102.2,armagh,54.352,6.649
1995,4,13.0,4.7,5.0,32.9,149.1,armagh,54.352,6.649
1995,5,14.9,6.6,0.0,25.9,164.3,armagh,54.352,6.649
1995,6,19.0,9.2,0.0,28.9,227.0,armagh,54.352,6.649
1995,7,21.2,12.7,0.0,41.5,150.9,armagh,54.352,6.649
1995,8,23.8,12.5,0.0,10.4,242.7,armagh,54.352,6.649
1995,9,17.1,9.1,0.0,60.3,124.4,armagh,54.352,6.649
1995,10,15.4,9.1,0.0,134.6,105.1,armagh,54.352,6.649
1995,11,11.0,5.2,3.0,152.0,60.5,armagh,54.352,6.649
1995,12,5.6,1.0,11.0,39.9,31.5,armagh,54.352,6.649
1996,1,7.9,4.3,5.0,77.0,24.1,armagh,54.352,6.649
1996,2,7.2,0.4,17.0,65.9,109.4,armagh,54.352,6.649
1996,3,7.8,2.9,2.0,48.5,47.6,armagh,54.352,6.649
1996,4,12.5,4.8,4.0,93.2,116.4,armagh,54.352,6.649
1996,5,13.3,4.4,2.0,78.9,170.5,armagh,54.352,6.649
1996,6,18.2,9.1,0.0,23.0,184.9,armagh,54.352,6.649
1996,7,19.2,11.2,0.0,54.1,138.4,armagh,54.352,6.649
1996,8,18.4,11.0,0.0,83.5,100.7,armagh,54.352,6.649
1996,9,17.6,9.1,0.0,27.5,142.8,armagh,54.352,6.649
1996,10,14.1,8.1,0.0,76.1,72.1,armagh,54.352,6.649
1996,11,8.8,2.3,12.0,76.1,72.0,armagh,54.352,6.649
1996,12,6.3,1.4,10.0,48.2,41.9,armagh,54.352,6.649
1997,1,6.7,2.2,10.0,18.9,20.5,armagh,54.352,6.649
1997,2,9.6,2.8,3.0,94.6,75.9,armagh,54.352,6.649
1997,3,11.7,4.5,6.0,29.2,88.6,armagh,54.352,6.649
1997,4,13.2,5.4,1.0,34.6,81.9,armagh,54.352,6.649
1997,5,15.6,6.9,1.0,84.6,201.9,armagh,54.352,6.649
1997,6,16.5,9.1,0.0,91.6,136.6,armagh,54.352,6.649
1997,7,19.5,11.9,0.0,95.3,122.5,armagh,54.352,6.649
1997,8,21.0,13.3,0.0,43.0,185.0,armagh,54.352,6.649
